AM1,AM2
52.555414744024155,53.55223007819339
53.828853792876636,49.2236694698309
53.387767686692605,63.04028641013072
58.88830963439676,52.81943064646146
56.36990754951536,51.51634482995322
56.72102005031267,62.101472202722626
54.485307310582485,57.17079013454079
49.67446982229544,49.0867260616911
54.73126208657097,63.468683337085096
54.378556962705325,57.32631701571558
53.20360527255353,47.98161959658758
51.20264431634447,59.89722889855444
50.96213089746051,55.8639967684759
54.39527975322038,48.04366655782041
52.839996314795705,61.15187285878697
54.99332671522053,53.99827675039239
55.421366842466476,50.531330381901384
50.189877202935584,63.81921022296498
51.84228918391043,55.94595180024268
54.21634290906548,46.04931258803933
54.22613375207918,59.04861030312036
51.60332490131182,55.25137236687026
54.991182333955955,48.514700760766914
51.33652463276479,63.830614734078274
52.374164437439035,53.700162868532075
51.789706283217015,50.27190190458778
54.24969666938376,61.21110206673075
54.06012008179599,53.62846784138811
55.42127555627677,48.886819793803554
54.63347503621478,63.53637293368285
57.424624492772814,55.697328854720546
55.56489168504066,46.97015914262453
56.156951878989744,58.566679072476965
56.043253831729366,53.462861119070986
56.07077301061293,46.62055682311009
53.2735339221293,61.27508267587793
56.38928985776145,51.18659768172168
54.095373741033484,46.936391312815914
51.74433543915727,59.67963418641026
51.18349679057998,56.739632617774795
55.92162376812659,45.5258262215222
54.44516025810765,63.69623027529975
54.76619826083256,53.528172219910026
52.70713847822507,49.29673284405229
54.730468817625436,59.77934784605166
56.42840344175682,55.4298065491335
51.352403957697256,46.68972691834571
56.392272821538626,61.73250598212514
56.297818506839675,57.08777863345008
55.5994022588055,47.723362065179714
53.25512204573568,61.59817886645035
51.86806101018131,52.41736041221872
55.02060253043008,45.31612851270706
55.757715437257815,60.898459605254395
58.04041659820833,54.16850552615619
53.81469458454511,54.277513733594034
53.651519826230896,59.93394102186877
55.06902387954617,48.62530240387696
52.31049067489375,49.90748926424403
54.73381720235865,60.364488571868094
52.3149503199094,55.87985498719253
52.846112868337414,54.7638476829556
52.709205330737696,61.192363054165554
56.946160920454986,52.086491896821016
54.841227679231345,46.77271448120498
52.90748748931416,66.36066333937099
56.04473913886727,53.76854151894023
56.86798957577754,46.12053957011192
56.385902028806996,62.49455168274853
51.324801386183744,57.0564067997356
52.54381077968566,50.21217113868452
59.09462685313865,55.14559167357048
53.375667485924055,53.13969926002517
54.245032236691785,44.14224438798202
55.90666930895467,61.29222432766999
56.11262016664333,57.635820822385504
59.15224963916393,46.369624434697954
53.578478898831335,62.830813513281925
58.00961265503051,53.043169962877826
56.40438529544605,48.21825873841931
51.59466944701653,60.60089934618974
53.517999756085196,52.626647352117324
53.80649265520238,47.16930743120906
53.398008509422816,62.62228839009774
53.09287402310122,54.40093586471524
58.59488982672705,48.17710353058064
54.31942886826167,62.81305976312366
51.27226290830121,49.7279012547876
51.704992947725366,54.19783578525495
54.11342700417316,61.73060132161423
58.25181085053845,54.63174267518036
58.792361425349696,49.884297589044145
57.2437686156283,60.79373263060627
58.54853813561781,49.876874717441744
53.33888849836318,46.989169760106044
54.905508830234915,60.29561354657807
52.267827908841895,55.9274987295039
49.574423852628286,45.41552912001837
52.907608410351706,59.355274312233604
55.977035194534345,58.19982723867156
